id,label,text,image_url,publish_date,image_id
4677,fake,Yesterday the news of Paul Walkers car accident death was revealed and late at night photos of the deceased were exposed Just now photos of the stitched-up body have been leaked claiming that he is not dead Are you guys trying to drive us crazyThe photo is graphic please view with caution,,,
4678,real,Man who assaulted elderly woman in interview Drunken and in a bad mood Recently a video of a man violently attacking an elderly woman sparked public outrage The attacker Mr Zhu has been criminally detained In an interview last night Mr Zhu said that he acted out of drunkenness and being in a bad mood Additionally the elderly woman had a mental disorder and had previously thrown stones at him Stimulated by alcohol and frustration Mr Zhu unleashed years of anger towards the elderly woman O web link,,,
4679,fake,Urgent notice Typhoon No 16 named Raven has formed in the eastern seas of the Philippines with the center wind reaching level 18 It is expected to make landfall again from Haikou Hainan to the coastal areas of Guangdong in two days   The seagull has left and the raven is coming Poor Hainan  Seeking confirmation 2 Zhu Yun Road,,,
4680,real,Girl student sells paper cuts on the streets of Zhengzhou to save brother with uremia Li Wenshuai 12 from Zhoukou Henan suffers from uremia and a kidney transplant is his only hope for survival Faced with a medical bill of 300000 yuan the rural family is in despair His 19-year-old sister Li Wanjun to raise money for treatment crafted many paper cuts while taking care of her brother at the First Affiliated Hospital of Zhengzhou University and sold them on the street Please buy one if you pass by CFP,,,
4681,fake,Help spread the word This morning a girl over three years old was abducted near the Yixin Homeland Community in the Daqing High-tech Development Zone The little girl can accurately state her fathers mobile phone number Surveillance footage shows that she was carried away by a man in his forties The family is extremely worried Anyone with information please inform us Many thanks Brothers and sisters who see this information please take note Contact Zheng Chunrong 13969597919,,,
4682,real,Naming Babies with Poems from the Book of Songs and Chu Ci Which Seems to Be Extremely Wonderful Chinese people have always been particular about naming with each persons name either inscribed with the characteristics of the era the mark of the family or embodying the parents earnest expectations and beautiful visions For newcomer parents coming up with a good name for the baby can be a source of considerable headache There is a traditional saying in China that girls are named from the Book of Songs and boys from Chu Ci Here are some beautiful names derived from The Book of Songs and Chu Ci ↓ Share and collect and youll never worry about naming again,,,
4683,real,The core area of the 8·12 incident in Tianjin Port enters the cleaning phase Today the disposal and rescue work in the core area of the 8·12 catastrophic fire and explosion accident at the hazardous chemical warehouse of Ruihai Company in Tianjin Port has entered the on-site cleaning phase O web link,,,
4684,real,No I Liang recently contracted a condition where I must use reduplication in names or Ill die The Earthlings can no longer stop me from being cute,,,
4685,fake,Zhengzhou Experimental Primary School  Missing Person Notice  Help spread the word This morning a little girl over three years old was abducted near Jinxiu Garden Community The little girl can recite her fathers mobile phone number Surveillance footage shows that she was carried away by a man in his forties The family is extremely worried Anyone with information please contact Zhang Jingjie at 13759695559 Please forward this message if you see it Thank you  115604 Mr Liu  2 Zhongshan Road,,,
4686,fake,Today Mr Run Run Shaw was laid to rest When a foreigner Steve Jobs passed away we Chinese overwhelmed social media with posts but when Run Run Shaw passed away no one seemed to mourn him There are thousands of school buildings named Yifu Teaching Building and numerous hospitals with Yifu Outpatient Building this elderly man Read more O web link Download LOFTER client O page not found,,,
4687,real,Mei Xiong A Soldiers Sacrifice and Eternal Life Senior Sergeant Mei Xiong from a navy unit stationed in Hunan was tragically struck by an out-of-control bus while rescuing passengers from a overturned tourist bus He suffered severe injuries Sixteen days later the hero who saved others Mei Xiong passed away leaving behind an elderly mother a young wife and a four-month-old daughter This ordinary farming family made an even more respectful choice - organ donation O404 Not Found,,,
4688,fake,Users growth of Sina Weibo questioned as insiders alleged to create numerous zombie accounts Yesterday Sina released its financial report for the fourth quarter and the whole year of 2012 with its stock priceNasdaqSINA closing up 5% against the market trend on Wednesday As of the end of December 2012 the number of registered users on Sina Weibo exceeded 500 million a year-on-year increase of 74% with the daily active users reaching 462 million O webpage link,,,
4689,fake,This version seems more like the truth the news says Zhou Xijun turned himself in which is quite surprising for someone who is ruthless enough to kill an innocent life for a second-hand car to surrender Moreover Zhou Xijun should not have had the time to commit the crime and the security guard at the parking lot also said that the person who parked the car was a man in his early thirties about 18 meters tall There are also reports that Zhous son is the ex-husband of the babys mother Some netizens have identified the person in the following picture as Zhou Xijuns son raising suspicions that Zhou might be covering up for his son,,,
4690,fake,Recently it was reported that Jack Ma has invested in immigration to Hong Kong expected to become a permanent resident in 2015 hoping to spend his twilight years in Hong Kong Since then the Three Mas who profoundly influence the lifestyle of young people in contemporary mainland China are left with only Mosaic and Marx 2 Jinzhong · Mianshan,,,
4691,fake,Another life taken by city management Around 820 am on July 26 2013 a 17-year-old student from a poor family in Dawangyuan Dazhou Sichuan Province who sold wild mushrooms picked from the mountains on the street was beaten by city management officers He was sent to the hospital but died after unsuccessful rescue efforts However the news is currently being blocked Where is justice Where is justice Please spread the word Seek justice seek spread,,,
4692,real,Urgent Alert New Scam Alert Free Gift Giveaway Information Theft Poses Great Risk Recently a group of people have been seen in several villages in Xinyi City Jiangsu Province giving away free physical therapy devices to villagers The only condition is that each person takes a photo and provides a photo of their ID card Can there really be a free lunch It turns out that behind the free distribution villagers ID information has been fraudulently obtained for illegal purposes Spread the word Dont let the scammers succeed CCTV Finance,,,
4693,real,Micro Initiative Less Fireworks during Spring Festival The new Safety Regulations for the Setup of Fireworks and Firecrackers Retail Outlets issued by Beijing has officially taken effect since January 5th The regulations specify that during the Spring Festival ①residential areas with high density of parked vehicles and limited space for discharge are designated as no-firework zones and ②no fireworks and firecrackers retail outlets should be established within 100 meters of schools kindergartens hospitals and other densely populated places For the environment and safety lets light fewer or no fireworks and firecrackers this Spring Festival CCTV Reporter Guo Jin,,,
4694,real,Collect 2016 Holiday Calendar Statutory holidays 24 solar terms traditional Chinese festivals international commemorative days The most comprehensive 2016 holiday calendar↓↓ Useful for the whole year ahead quickly share and save it now,,,
4695,real,Photos from the Scene of Bangkok Explosion This evening an explosion occurred at the intersection of Ratchaprasong in the commercial center of Bangkok Thailand Reuters cited local media reports that the explosion has killed at least 12 people The police stated that the explosion was caused by a bomb Sina,,,
4696,real,Capricious zebra crossing cross the road by climbing over the railing first In the Yuzhong District of Chongqing there is a zebra crossing separated from the sidewalk by anti-collision railings beneath which is a large uneven terrace covered with green cloth Due to the blockage ahead pedestrians are forced to walk carefully along the busy road and only after detouring 30 meters can they reach the sidewalk Have you ever encountered a capricious zebra crossing O web link,,,
4697,fake,Woman who abused dogs Ding Yuehui 18920614287 Address Room 201 Building 7-4 Lanjingyuan Community Nankou Road Hebei District Tianjin Birthday January 1 1983 Education Masters degree Current occupation Education including students Schools attended Tianjin University of Finance and Economics Employed by Tianjin University of Finance and Economics Position Teacher in the Tourism Department Business School Such a creature with a beastly nature should die soon Unit phone 022-28171399 Tianjin University of Finance and Economics she is a teacher in the Tourism Department,,,
4698,real,Urgent spread 7 things you must know Share and forward to all friends hurry up and keep it No need to thank,,,
4699,fake,110 has been confirmed not to be fake Everyone please pay attention Emergency notice Parents please be vigilant More than 1000 outsiders have come to Jiangsu Province specifically to abduct and snatch children Over 20 children have been lost in Suzhou and 7 have been dissected for their organs Today schools also held meetings for parents saying that anyone wandering the streets coming to the door and leaving in bread trucks grain collection vehicles old appliance collectors wearing black masks and black pants and asking for directions should never stop,,,
4700,real,For the sake of delicious food even dogs go all out The foodie dog calls out mama A mother abroad holding food in her hand tries to train her little one to say mama The little one seems unaffected but the pet dog beside eager to eat the food surprisingly mimics the tone of mama clearly The dog learns to call mama but gets beaten by the little master This is not your mom,,,
4701,real,In spring flowers are everywhere and its beautiful everywhere,,,
4702,real,Did you watch Day Day Up last night Did you Watch it Eh I heard that there were four Wang Baoqiangs on the show One of them even comes from Jiangxi a sister selling baked cakes at Jiangxi Tourism and Commerce Do you think she looks like him Jiangnan Metropolis Daily,,,
4703,fake,Winter has arrived in the Tibetan areas of Sichuan I would like to inquire if there are any used clothes and shoes for children aged 4 to 10 years old Address Changsha Gongma Township Primary School West District Shiqu County Ganzi Tibetan Autonomous Prefecture Postcode 627350 Principal Dawa 15884044467 If you dont have suitable clothes to send helping to forward this message would also be great Perhaps a simple copy and paste from you can bring warmth to the children Thank you,,,
4704,fake,1/2 Weibo Highlights Red Plum Blossom Pavilion Li Mengmeng 21 years old a student from Chenliu No 4 High School in Kaifeng County Henan scored 565 points in this years college entrance exam Due to the negligence of the county recruitment office her college preference form was locked in a cabinet and forgotten to be submitted resulting in her inability to enroll in any university The Henan Provincial Higher Education Admission Office responded that they will not handle this matter Li Mengmeng comes from a rural family her younger sister had to drop out of school to work to support her education and her father broke his leg while working Your single retweet might just help change her situation,,,
4705,real,RollingStrong earthquake kills 220 in Pakistan According to Pakistani media reports on the 26th a strong earthquake that occurred on the same day has killed at least 220 people and injured 1200 in the country As determined by the China Earthquake Networks Center the magnitude of the strong earthquake that occurred in the Hindu Kush region of Afghanistan was 78 with a focal depth of 210 kilometers O Topic,,,
4706,fake,Extra Extra Live broadcast from Chengdu sufficiently imposing sufficiently stunning sufficiently demonstrative,,,
4707,real,The difference between a word master and a beginner see if you are a master or a beginner Best Toilet Reading Material,,,
4708,fake,Toothbrushes     A little common sense just learned When buying toothpaste please pay attention to the color bar at the bottom of the back of the toothpaste tube I just found out today that there are four colors of the color bar green blue red and black Green purely natural Blue natural + medicine Red natural + chemical ingredients Black purely chemical In the future everyone should try to buy green and blue ones You all go and check the color of your toothpaste at home,,,
4709,real,The Find the Panda game has been completely ruined How long will it take for you to find the panda in the following 6 pictures via ThisIsAmerica,,,
4710,real,This is how to make pot-bottom tofu  simple delicious and low-fat give it a try via Collecting Delicacies from All Over the World,,,
4711,fake,Tianjin Tanggu Major ExplosionThe Bravest Reverse Brushing Weibo I cried silently like a dog In the past few days I havent been obsessed with idols Its the first time Ive done this because Im so shocked They are too great and too pitiful They are the real idols heroes Salute to you all and wish you peace,,,
4712,fake,Tanggu Explosion Truth China has always been one to report good news but not bad news to exaggerate and fabricate 11 squadrons 400 people why only 17 people Share,,,
4713,real,What does it mean to be thorough at work These eight images profoundly explain it End of the year and your leader says your work is not up to par No worries after viewing these eight images your work will instantly be on point Peoples Daily,,,
4714,real,Do not forget · Eastern Star At 930 pm on June 1 2015 the Eastern Star passenger ship sank in the water of Jianli Hubei in the middle reaches of the Yangtze River Twelve people survived while 442 passengers unfortunately perished The detailed cause of the accident is still pending investigation and announcement,,,
4715,real,Shh Listen A Graduation Speech for Girls Never Give Up Because You Are a Woman Girls are taught to transform themselves to cater to others never do this as there will always be someone who loves the real you Every moment of evasion every act of disguise every moment of insincerity due to compliance with others is a waste of life A speech from a feminist writer More at L Graduation Speech for Girls Never Give Up Because You Are a Woman translated by Yuzhimuzhi Subtitle Group,,,
4716,real,Recently a pink field in Jinshan has become unexpectedly popular However just three to four days after gaining fame the 28-acre planting base of pink muhly grass was tragically trampled by tourists who flocked to see it It is reported that this pink muhly grass base is the largest single landscape flower planting site in the country Visitors merely for photos have been seen pulling out the grass and stepping directly into the thickets O web link,,,
4717,real,Sharing A KFC egg tart costs 5 yuan but making your own egg tart costs only 1 yuan Just a little effort is needed via HotFoodie,,,
4718,fake,CCTV staff expose Imperial Director appears in Guangxi one person enjoying 509 basic salaries - CCTV staff expose Imperial Director appears in Guangxi one person enjoying 509 basic salaries China News Network Community China News Network China News Sharing O web link,,,
4719,fake,On October 20th the first case of Ebola infection in China was discovered in Ningbo with a basic mortality rate of ninety percent The disease entered China ten days earlier than experts had estimated Huaian·Huyin District Television Station,,,
4720,fake,Some people are clearly scholars with status yet they are always referred to as bastards Do you know why 2 Beijing · Renmin University,,,
4721,fake,The Ministry of Foreign Affairs Babies born illegally in another country will not be entitled to any welfare benefits for Chinese citizens What the hell Is birth illegal Whose fault is it from illegal pregnancy to illegal birth Next are you going to manage reincarnation too,,,
4722,real,Homemade Autumn Pear Paste for Clearing the Lungs and Relieving Cough Make your own cough remedy with no added substances so you can drink with peace of mind no need to worry about any undesirable additives Sweet and delicious its very enjoyable Simply take a spoonful of the autumn pear paste and dilute it with warm water to drink   Here is the translated result without Chinese characters  Homemade Autumn Pear Paste for Clearing the Lungs and Relieving Cough Make your own cough remedy no additives drink with confidence no need to worry about any unwanted additives Sweet and delicious its very enjoyable to drink Just take a spoonful of the autumn pear paste and mix it with warm water before drinking,,,
4723,fake,Once again Nanjing Li Qian female from Baoding Hebei Province is a doctoral student at the Peking University School of Medicine an obstetrician-gynecologist practitioner practicing at Peking University Third Hospital On January 21 2014 Li Qian traveled from Shanghai by train An obstetrician-gynecologist saves a person on the train but becomes a defendant instead ordered to pay compensation of 1436159 yuan Where is justice The law has created a society without the spirit of Lei Feng 2 Mingzhu Avenue Middle,,,
4724,fake,The Shanxi officialdom is truly absurd a gang-rape suspect actually becomes the county magistrate Reprint Journalists investigation From a notorious gang-rape suspect to suddenly becoming a county magistrate Fan Yu currently 36 years old the Deputy Secretary of the County Party Committee of Daning County Shanxi Province and the County Governor of the Peoples Government has continuously whitewashed his identity O web link,,,
4725,fake,Seismic center situation,,,
4726,real,TerraMotorViewsTheWorldThe Infinite Beginning A Book That Can Change Your Worldview  There are not many books in this world that can truly change ones worldview but The Infinite Beginning should be counted as one of them Such a good book should be read while young the earlier you read it the more complete your life will be → TerraMotorViewsTheWorld｜The Infinite Beginning A book that can change your worldview,,,
4727,fake,Liaoning Fushun BMW Lady Loses Temper and Insults Others Resulting in Family Annihilation This incident once again verifies the saying The barefoot are not afraid of those wearing shoes Does driving a BMW prove youre rich and allow you to do as you please bullying the kind-hearted The tragedy is that your arrogance cost you your life Comment Well-deserved No sympathy O web link,,,
4728,fake,Such logic is going to kill Li Tianyi The ringleader gets off lightly Li Shuangjiangs son Li Tianyi was arrested on July 7th on suspicion of rape Professor Zhang Aiguo the head of Lis 76-person legal team and the vice president of a law university told the media that Li Tianyi as the first to have sexual relations with the victim does not constitute gang rape but was arrested for the lesser charge of rape which is the result of the collective efforts of all members of the legal team O web link,,,
4729,fake,Tianjin Tanggu Major Explosion I really feel sorry for these firefighters they are ordinary people too In the face of the massive explosion they are also fragile lives I dont know whether the commander knew there were explosives and still let these lives charge in under unclear circumstances or if they just thought it was a big fire It really breaks my heart They were all vibrant lives so young just like that they went and never returned Dammit,,,
4730,real,Why Does Amazon Dare to Open Physical Bookstores Its not that you dont understand the world is just changing fast After destroying countless physical bookstores the worlds largest online bookstore Amazon has actually started opening its own physical bookstores in the United States with great fanfare Oh is this a dark joke For Jeff Bezos the founder of Amazon worth $55 billion humans like him have no time to joke around with the world O web link,,,
4731,fake,Rumors of Guo Meimeis death are swirling Online sources suggest Guo Meimei baby may have been murdered According to Macau media Guo Meimei has died unexpectedly in Macau The local police are investigating the cause There are rumors circulating that she was murdered Her family has rushed to Macau Netizens have taken to Weibo to mourn with grief overflowing and candles lit Farewell there is no Red Cross in heaven Comment Is the problem solved when someone dies Its not that simple Guo Meimei,,,
4732,real,A 23-year-old beauty model from Sichuan Li Lu who went missing in Wenzhou has been confirmed dead due to homicide On the afternoon of the 9th Li Lu who had been missing for several days was found The police confirmed her death and preliminarily determined it as a homicide with the suspect being arrested Li Lu a native of Sichuan was 23 years old and had just graduated from Wenzhou University last year Standing over 17 meters tall she worked not only as a print model but also as a car model and runway model,,,
4733,fake,Is it urgent then,,,
4734,real,Urgent search A 2-year-old boy missing in Chaling Hunan Tan Luoyi with two whirlpools in his hair slightly yellow hair and not very good at talking went missing around 1700 on January 8 near his home in Sixth Group Changxing Village Gaolong Town Chaling County Hunan He was wearing a yellow apron and green shoes when he disappeared His family is currently searching everywhere police have been notified Clues can be contacted with Gaolong Town Police Station at 0731-25662025 or 110 Late at night urgent help needed Spread the word urgently viaWang Yu Jing,,,
4735,fake,This must be known to everyone Be mindful when buying toothpaste and pay attention to the color bar at the bottom of the toothpaste tubes reverse side I just learned today that the color bar has meanings Try to choose green and blue which are divided into 4 types green blue red and black Green purely natural Blue natural + medication eg Amway and Sensodyne Red natural + chemical components eg Colgate Black purely chemical Darlie,,,
4736,real,Chengdu Life This is a view of Chengdu taken from the Jinxiu Tianfu Tower which stands 218 meters tall Photo by Zhang Lei,,,
4737,fake,Jaycee Chan names 120 people in drug list for self-protection The Taipei District Prosecutors Office has launched a special anti-drug campaign in addition to investigating Ke Zhen Dongs social circle it has been reported that they are also keeping a close eye on 32 individuals in the entertainment industry It is rumored that Jaycee Chan in an attempt to protect himself revealed the inside story of drug use in the entertainment industry The mainland police are conducting a comprehensive investigation In addition to having a list of 120 celebrities who use drugs they have also targeted two male celebrities with the surname C and one with the surname H which may trigger a major anti-drug storm in the entertainment industry,,,
4738,real,CBA Auburn Hills Incident Bayi VS Fujian mass brawl On the night of the 11th in the last quarter of the game between Bayi and Fujian teams Zou Yuchen attempted to block Fujian import player Taylor during defense but elbowed the opponent upon landing and the two sides immediately engaged in a fight The video captured by O Snap Subsequently players from both teams security personnel and even fans rushed onto the court causing the game to be interrupted for a lengthy 15 minutes The situation was turbulent,,,
4739,fake,Address Shiqu County Ganzi Tibetan Autonomous Prefecture Sichuan Province West District Changsha Ma Township Primary School Postal Code 627350 Principal Da Wa please repost It wont be too much trouble Help to forward it Maybe a few simple copies from you can give  Whoever has more friends on social media please help spread the word It really wont tarnish your social media feed Thank you very much appreciated May they all receive warmth and equality   Please relevant national departments pay attention Assist in helping the lives of people in poverty-stricken areas 2 Mountain Road,,,
4740,real,Village Contracts All Shanghai Pancake Stalls Earns Several Hundred Thousand Per Year Lives in Villas and Drives Luxury Cars In Youlou Village Pingyi County Linyi Shandong there are 36 villas During festivals the village is packed with BMWs Benzes and Maseratis that cant even find parking space with an annual income of over 200000 being considered average Surprisingly this small village has become wealthy by selling pancakes It is reported that 90% of the pancake stalls in Shanghai come from this village Netizens The wealthy are among the people Village families sell pancakes earn hundreds of thousands live in villas drive luxury cars,,,
4741,fake,The Sichuan Tibetan area needs clothes and shoes for children aged 4-10 years old New or used items are acceptable as long as they are clean Address Changsha Ma Township Primary School West District Shiqu County Ganzi Tibetan Autonomous Prefecture Sichuan Province Postal Code 627350 Principal Dawa 15884044467 If you dont have suitable clothes to send please help by sharing this post Maybe a simple copy from you can give the children a happy tomorrow Please help to share Evan--Wai,,,
4742,real,Continuing the Awkward Journey Xu Zhengs Reflections on Comedy At the end of 2012 after his directorial debut Lost in Thailand created a box office miracle Xu Zheng quickly transitioned from a comedic actor to a first-tier director With the release of Hong Kong Meets Bangkok besides the anticipation for its box office performance what are Xu Zhengs understandings of his comedy path This actor once described as having a high opinion of himself possesses what kind of personal charm that attracts audiences Continuing the Awkward Journey Xu Zhengs Comedy Thoughts,,,
4743,fake,After eating durian drinking Coca-Cola is more poisonous than a cobra Another tourist dies in a foreign land in Thailand A Chinese tourist while traveling in Thailand consumed a large amount of durian followed by cola leading to caffeine poisoning and a surge in blood pressure which resulted in sudden death due to a heart attack at the age of 28 Thailand has a clear regulation that one should not drink Coca-Cola within 8 hours after eating a large amount of durian Many friends in the circle love durian lets forward this to remind everyone Make everyone aware,,,
4744,real,A train locomotive derailed in Liuzhou city center crashing into a residential area at a speed of 5 kilometers per hour traveling 5 meters before coming to a stop Fortunately no casualties were reported The incident occurred at 10 am on Heping Road Liuzhou According to initial investigations the locomotive which is used for internal combustion shunting operations and not for long-distance transportation derailed due to a mechanical failure Video Train locomotive derails in Liuzhou city center crashing into a residential area for 5 meters,,,
4745,real,Civilized DrivingTraffic violations playing hide and seek The helicopter wont spare you Yesterday a police helicopter hovered over Gaobeidian and within 20 minutes it captured two traffic violations The use of helicopters in peak traffic management will become routine with cameras able to clearly zoom in on car models and license plates Friends dont ever think you can get away with it Follow driving rules Drive in order no hurryBeijing Social Affairs Office Beijing Traffic Police Beijing Traffic,,,
4746,fake,How to identify gutter oil When cooking put a peeled garlic clove garlic as it is most sensitive to aflatoxin If the garlic turns red it indicates gutter oil which contains a large amount of aflatoxin Put your household oil in the refrigerator for 2 hours and if white foam appears it is gutter oil Please show your love and share this with your friends around you   Here is the translation without Chinese characters  How to identify gutter oil When frying add a peeled garlic clove as it is highly sensitive to aflatoxin If the garlic turns red it is gutter oil containing a high level of aflatoxin Place your household oil in the refrigerator for two hours if a white foam-like substance appears it is gutter oil Please share your concern and pass this on to your friends,,,
4747,real,Today post a Weibo for her Say No to Violence Against Women ① Globally 35% of women have experienced violence ② 10% of girls under 18 have been forced into sexual relations with others ③ In our country 247% of families suffer from domestic violence with victims averaging 35 incidents before reporting to the police She could be your mother child or sister Today is the International Day for the Elimination of Violence Against Women Post a Weibo for her say no to violence against women say no to domestic violence,,,
4748,real,WordOfTheDay Wimbledon,,,
4749,real,Eating too cold can be deadly for women 5 statements from a renowned doctor share them with the woman you care about For good health one must learn about wellness However with so many wellness shows books and advice its easy to feel confused Over the years a reporter from Health Times has conducted interviews with wellness experts and Kong Lingqian the grandson of Kong Bohua one of the four famous doctors summarizing 5 key points Wellness is actually quite simple,,,
4750,fake,Healthy Eating - Can you pick fish Never buy fish that are too active Some unscrupulous vendors add a white powder to the water basin quickly stir it with their hands and in no time the white powder dissolves They then pour semi-dead fish and shrimp into it and they soon become lively and jumping as if just caught from the river This is a carcinogenic catalyst commonly known as fish floating spirit which also affects intelligence,,,
4751,real,9 warming uterus foods Although simple the effect is very significant Eating more often than cosmetics is more effective Keep it for someone you care about Give it a like if you like it by the internet,,,
4752,fake,Please forward Please expose The incident of the Sino-Thai waste incineration plant is getting worse and worse How can public servants treat us the common people like this There are no media daring to report on this Whats wrong with the world Must it reach the point where officials force the people to rebel Cui Yongyuan Ai 0m | o_O,,,
4753,fake,Extreme calm behind the extreme unease On August 28 2011 Liang Xiaosheng said in a public place with an extremely calm tone If China is still like today in 10 years I will only have two choices either to immigrate or to commit suicide Scene at the time The journalists present were silent a deathly silence,,,
4754,real,Thanksgiving Special Issue Father - A Lifetime of Toil In the Taihang Mountain area of Shanxi every day you can see him dragging his deformed legs chopping wood and cutting grass The old man has no lack of food or clothing but he refuses to stop A person who has worked all his life cant stay idle Xinhuanets Nest of Images launches the Review column to collect old photos As Thanksgiving approaches such scenes are worth savoring for each of us O Thanksgiving Special Issue - Father,,,
4755,real,The post-85s and post-90s are in big trouble Please work an additional 5-10 years for the country The Chinese Academy of Social Sciences suggests a two-step approach to delay retirement ①Complete the pension system integration in 2017 abolish the distinction between female cadres and female workers and unify the retirement age for female employees pension insurance to 55 ②Starting from 2018 delay the retirement age for women by 1 year every 3 years and for men by 1 year every 6 years until both reach 65 in 2045 O Current Affairs｜Post-85s and post-90s you are in big trouble Please work an additional 5-10 years for the country,,,
4756,fake,I am watching A woman in Shanghai was stripped of her pants and left bare-bottomed for several hours in a police station exposed by her 7-year-old daughters photos Lets share and watch it together O web link,,,
4757,fake,Today Mr Run Run Shaw was laid to rest When a foreigner Steve Jobs passed away we Chinese overwhelmed social media with posts However when Mr Shaw passed away there was hardly anyone seen mourning for him There are thousands of school buildings named Yifu Teaching Building and numerous hospitals with Yifu Outpatient Building This elderly gentleman dedicated his life to donating billions worth of medical and educational facilities Farewell Mr Yifu may your journey be a peaceful one,,,
4758,real,Teach you to make fried dough sticks which is hygienic and interesting You dont have to buy fried dough sticks with sewage oil on the street anymore,,,
4759,fake,A rescue dog that saved 32 lives has made the ultimate sacrifice It is also a life lets mourn for it in silence —— Yesterday afternoon a military search and rescue dog found an elderly man and went inside resulting in a collapse When the soldiers dug it out they found the internal organs of the military dog crushed This dog had discovered 35 survivors in the past few days with 32 being rescued Hearing the tragic news the dogs owner and responsible leader Li cried out in agony like a father who had lost his child,,,
4760,real,Woman attempts to jump into river bus driver stops and rescues her Yesterday at noon a woman around 30 years old in Nanjing was about to jump into the Yangtze River from the Nanjing Yangtze River Bridge with one leg already over the railing At the critical moment a bus approached and the sharp-eyed driver hit the brakes opened the door and rushed out to pull the suicidal woman back O web link,,,
4761,fake,Under this system those officials who look up to the sky with neat appearances are too harmful to people 19 trillion gone down the drain in a year  Wang Xizhen a special researcher at the General Office of the Standing Committee of the National Peoples Congress revealed on the News 1+1 program that Chinas public funds for dining overseas travel and vehicle expenses amount to 19 trillion yuan a year The figure provided by Wang Xizhen surprised the host Chai Jing - Original link O web page link,,,
4762,real,Good morning The most valuable quality in a woman is not to despise the poverty of a young man If a woman does not mind a mans poverty in his youth and is willing to accompany him through the toughest times such a woman should never be missed The most valuable quality in a man is not to disdain the ugliness in old age When they are old while the man may have achieved glory the woman has exhausted her youth To despise someone for their old age and ugliness at this time is truly heartless and merciless A woman who knows how to stay loyal and a man who knows how to be grateful make a lifetime together,,,
4763,fake,Jack Ma is moving to Hong Kong The capital market failed to keep Alibaba and naturally it cant keep him either Fortunately Hong Kong is still part of China Making a fortune in the mainland by creating a cash-generating myth then going public overseas to offer numerous investment opportunities to foreigners and finally obtaining a new identity for oneself—this is the common path for successful Chinese businessmen Those who can make money worldwide like Jobs and Gates contributing to national strength and social progress are the real heroes Jack Ma obviously still falls short,,,
4764,real,A primary school student breaks two world records by jumping rope 73 times per second it took the judges 8 slow-motion replays to count it accurately Recently at the World Student Jump Rope Championship Cen Xiaolin a fifth-grade student from Guangzhou broke two single-foot single-swing world records with a score of 220 jumps in 30 seconds Due to the high speed 8 international judges had to watch the slow-motion replay 8 times to confirm the score O second video Raise your hand if you didnt see the rope from start to finish,,,
4765,real,Stop being lazy A 3-year-old boy has 6 abs A 3-year-old boy in Australia is passionate about sports enjoying running jumping and climbing Although he has never been to a gym to lift dumbbells he has still managed to develop 6 abs After seeing her sons emerging abs the boys mother set up a small gym at home for him hoping he will become a gymnast in the future Online comments How embarrassing not as good as a 3-year-old child,,,
4766,real,Brazen Robber Bank Robbery During Live Television Broadcast Recently a bank in Minnesota USA was robbed and local television stations went to conduct related interviews and follow-up reports Unexpectedly while the live broadcast was ongoing the same robber struck the bank again and the whole scene was captured on camera The on-air reporter Ill call you back later I need to report this to the police O web link,,,
4767,real,Did your social circle get flooded by My Story with WeChat from WeChat Open Class PRO yesterday However various rumors followed some say the app will steal accounts others that it will steal Alipay WeChat officials have debunked the rumors the link does not contain any viruses or trojans and there is no situation of money being stolen from accounts Dispel Rumors My Story with WeChat is real Rumors about account theft are false Spread the word Stop spreading rumors,,,
4768,fake,A friend found an exam admission ticket Please inform if anyone is familiar Name Bai Yaqian Exam Center No 1 High School Exam Room 013 Seat Number 11 Admission Ticket Number 204101311 Contact Phone 15935078941 Dont delay the childs college entrance exam Helping others leaves a lingering fragrance Please forward widely This is from a friends forwarded message,,,
4769,real,Child trafficker snatches child shouts Give me back my child  At noon on the 12th a child abduction incident occurred in a village in Dongguan Guangdong Province A middle-aged woman tightly held onto a 7-year-old boy and loudly shouted Give me back my child After the boy managed to break free from the woman he ran into a nearby stores bathroom to hide The woman wouldnt give up and chased after him even injuring the real family members of the little boy China Youth O Dongguan trafficker snatches child in village shouts Give me back my child,,,
4770,fake,Shocking forward for verification Unimaginable a jar of Jinlongyu cooking oil costs only 8 yuan in the United States  A jar of cooking oil equivalent to over 40 yuan in Chinese supermarkets now probably increased to 50-60 yuan is priced at 16 dollars during Thanksgiving at Walmart in New York dropping to 13 dollars at Christmas Converted to 858 yuan and the oil is green pure and natural not genetically modified Why does a jar of cooking oil in China cost dozens to over a hundred yuan,,,
4771,real,Today I posted a microblog to remember this elderly gentleman ①Originally from Ningbo Zhejiang Province he was born in Shanghai in 1907 ②In the late 1950s he founded Shaw Brothers Company in Hong Kong ③He created the TVB television myth launching countless stars ④He donated to mainland education for a long time accumulating to 3 billion yuan ⑤For 30 years the Yifu Building on the map has spread across more than half of China On this day in 2014 Mr Run Run Shaw passed away Do you have a Yifu building,,,
4772,real,In the Shenzhen Landslide accident a mans parents wife children and other 16 relatives and friends were buried Dad Mom son daughter wife sister sister-in-law nephew 3 nieces 5 workers they were all inside The 36-year-old man from Henan He Weiming had red eyes The house was fine when I left at 740 am but when I came back at 1140 am the house was already buried and the iron sheet house over 4 meters high had even lost its roof O In the landslide accident in Shenzhen a mans parents wife children and 16 other relatives and colleagues were all buried Rescue map by the internet,,,
